Booking_ID,Booking_Date,Customer_ID,Customer_Name,Age,Gender,City,Travel_Type,Origin,Destination,Departure_Date,Return_Date,Passengers,Channel,Agent,Package_Type,Base_Price,Discount,Total_Amount,Payment_Mode,Booking_Status,Rating
BKG00268,2024-05-22,CUST7342,Customer_1450,43,Male,Mumbai,Package,Mumbai,Goa,2024-07-05,2024-07-14,1,Agent,Sangitam Travels,Premium,6260,313,5947,Card,Cancelled,
BKG00269,2024-03-09,CUST4670,Customer_1754,54,Female,Ahmedabad,Package,Ahmedabad,Manali,2024-04-02,2024-04-04,3,Online,Wagh Tours,Budget,10562,852,29130,Netbanking,Completed,1.0
BKG00270,2025-03-20,CUST9616,Customer_4725,21,Male,Ahmedabad,Package,Ahmedabad,Shimla,2025-05-01,2025-05-03,1,Offline,Wagh Tours,Budget,14880,572,14308,Netbanking,Cancelled,
BKG00271,2025-03-17,CUST3090,Customer_3670,34,Female,Pune,Round-trip,Pune,Darjeeling,2025-04-20,2025-04-27,2,Online,Sangitam Travels,Budget,5648,841,9614,UPI,Completed,2.0
BKG00272,2024-01-22,CUST4137,Customer_98,33,Female,Chennai,Package,Chennai,Manali,2024-03-10,2024-03-14,5,Online,SaiRam Travels,None,5750,1109,23205,UPI,Completed,4.0
BKG00273,2024-02-28,CUST1610,Customer_1728,49,Female,Kolkata,One-way,Kolkata,Shimla,2024-03-06,,5,Agent,Wagh Tours,Luxury,14819,1177,68210,Netbanking,Completed,4.0
BKG00274,2024-08-01,CUST6774,Customer_2792,38,Female,Kolkata,One-way,Kolkata,Darjeeling,2024-08-16,,4,Agent,Sangitam Travels,Luxury,2781,1404,5508,UPI,Completed,2.0
BKG00275,2024-10-10,CUST8193,Customer_4977,19,Male,Kolkata,One-way,Kolkata,Ooty,2024-11-04,,3,Agent,Sangitam Travels,Budget,12183,1067,33348,UPI,Completed,4.0
BKG00276,2024-08-14,CUST5869,Customer_1815,42,Female,Ahmedabad,Round-trip,Ahmedabad,Ooty,2024-10-12,2024-10-15,3,Agent,Wagh Tours,Premium,8852,306,25638,Card,Completed,4.0
BKG00277,2024-03-14,CUST1007,Customer_2556,45,Female,Chennai,Round-trip,Chennai,Shimla,2024-04-24,2024-04-29,5,Online,SaiRam Travels,Budget,9239,566,43365,Netbanking,Completed,2.0
BKG00278,2024-02-11,CUST7971,Customer_4564,23,Male,Bangalore,One-way,Bangalore,Jaipur,2024-02-23,,2,Online,SaiRam Travels,None,4822,847,7950,UPI,Cancelled,
BKG00279,2024-09-15,CUST1282,Customer_1899,57,Male,Pune,Round-trip,Pune,Darjeeling,2024-10-23,2024-10-25,4,Online,Sangitam Travels,Budget,5200,1014,16744,Card,Completed,5.0
BKG00280,2025-02-19,CUST1687,Customer_3691,54,Female,Bangalore,Round-trip,Bangalore,Agra,2025-02-23,2025-03-02,3,Agent,BlueSky Travels,Premium,4591,648,11829,Cash,Completed,1.0
BKG00281,2024-03-03,CUST6108,Customer_3605,47,Male,Bangalore,Round-trip,Bangalore,Darjeeling,2024-03-16,2024-03-19,4,Offline,SaiRam Travels,Premium,2923,1125,7192,Netbanking,Cancelled,
BKG00282,2024-02-28,CUST9438,Customer_3712,44,Female,Pune,Package,Pune,Udaipur,2024-03-04,2024-03-06,3,Agent,Wagh Tours,Luxury,12592,195,37191,Netbanking,Completed,2.0
BKG00283,2024-06-02,CUST7788,Customer_227,45,Female,Delhi,Round-trip,Delhi,Kerala,2024-07-01,2024-07-03,4,Online,Wagh Tours,Premium,13749,1457,49168,Card,Completed,4.0
BKG00284,2025-03-03,CUST8544,Customer_2991,61,Female,Delhi,One-way,Delhi,Rishikesh,2025-04-16,,1,Agent,Wagh Tours,None,12964,1249,11715,Card,Completed,4.0
BKG00285,2024-10-12,CUST5079,Customer_3349,45,Female,Bangalore,One-way,Bangalore,Kerala,2024-12-07,,2,Offline,SaiRam Travels,None,10381,1440,17882,Cash,Completed,4.0
BKG00286,2024-02-03,CUST7450,Customer_4434,28,Male,Bangalore,Round-trip,Bangalore,Goa,2024-03-31,2024-04-08,1,Offline,SaiRam Travels,Budget,8980,619,8361,Card,Completed,3.0
BKG00287,2025-02-22,CUST9915,Customer_2941,33,Male,Ahmedabad,Round-trip,Ahmedabad,Jaipur,2025-03-28,2025-03-31,3,Offline,SaiRam Travels,Premium,11127,247,32640,Card,Completed,1.0
BKG00288,2024-05-27,CUST7144,Customer_3831,40,Male,Ahmedabad,Package,Ahmedabad,Jaipur,2024-05-30,2024-06-04,2,Agent,Sangitam Travels,None,8040,142,15796,Card,Completed,3.0
BKG00289,2024-11-08,CUST1948,Customer_3374,31,Female,Hyderabad,Round-trip,Hyderabad,Darjeeling,2024-12-14,2024-12-19,1,Agent,BlueSky Travels,Luxury,6646,392,6254,Cash,Completed,5.0
BKG00290,2024-07-25,CUST2138,Customer_3809,23,Female,Ahmedabad,One-way,Ahmedabad,Rishikesh,2024-09-22,,3,Agent,Wagh Tours,Luxury,4454,1466,8964,Card,Completed,4.0
BKG00291,2024-11-23,CUST6661,Customer_3918,37,Female,Chennai,One-way,Chennai,Darjeeling,2025-01-11,,1,Agent,Sangitam Travels,Premium,2423,855,1568,UPI,Completed,1.0
BKG00292,2024-03-23,CUST8789,Customer_2947,59,Female,Kolkata,One-way,Kolkata,Kerala,2024-04-11,,1,Online,BlueSky Travels,Premium,12523,979,11544,Netbanking,Cancelled,
BKG00293,2024-07-24,CUST8230,Customer_2811,36,Male,Ahmedabad,Package,Ahmedabad,Ooty,2024-09-09,2024-09-14,5,Agent,BlueSky Travels,Luxury,4723,935,18940,Netbanking,Completed,1.0
BKG00294,2024-11-15,CUST7816,Customer_3448,42,Female,Ahmedabad,Package,Ahmedabad,Shimla,2024-11-29,2024-12-03,5,Offline,Sangitam Travels,Premium,3762,1000,13810,Netbanking,Completed,1.0
BKG00295,2024-07-14,CUST9259,Customer_988,25,Male,Pune,One-way,Pune,Ooty,2024-07-16,,1,Online,SaiRam Travels,Budget,9804,1150,8654,Netbanking,Completed,5.0
BKG00296,2024-03-02,CUST3479,Customer_1694,29,Male,Bangalore,Package,Bangalore,Manali,2024-04-06,2024-04-10,2,Online,SaiRam Travels,Premium,3492,660,5664,Netbanking,Completed,4.0
BKG00297,2024-12-22,CUST8851,Customer_2045,26,Female,Pune,Package,Pune,Agra,2024-12-31,2025-01-05,3,Agent,Wagh Tours,None,11168,481,32061,UPI,Cancelled,
BKG00298,2024-03-05,CUST8468,Customer_343,64,Male,Kolkata,One-way,Kolkata,Goa,2024-04-14,,4,Agent,BlueSky Travels,Luxury,8581,173,33632,UPI,Completed,1.0
BKG00299,2024-05-26,CUST7748,Customer_406,57,Female,Delhi,One-way,Delhi,Manali,2024-06-16,,3,Agent,Sangitam Travels,Premium,11765,504,33783,Card,Completed,4.0
BKG00300,2024-11-06,CUST2478,Customer_2396,45,Female,Chennai,Round-trip,Chennai,Kerala,2024-11-10,2024-11-17,4,Online,BlueSky Travels,None,10770,853,39668,Netbanking,Completed,2.0
BKG00301,2024-12-12,CUST5005,Customer_2262,42,Male,Bangalore,Package,Bangalore,Kerala,2024-12-30,2025-01-01,5,Online,SaiRam Travels,Budget,6875,261,33070,Netbanking,Completed,3.0
BKG00302,2025-01-14,CUST8616,Customer_4537,46,Female,Kolkata,Round-trip,Kolkata,Ooty,2025-02-28,2025-03-02,3,Online,SaiRam Travels,Premium,10333,1314,27057,UPI,Completed,4.0
BKG00303,2024-11-07,CUST6808,Customer_4797,55,Female,Kolkata,Package,Kolkata,Udaipur,2024-12-26,2025-01-02,1,Online,SaiRam Travels,Premium,11405,1159,10246,Card,Completed,4.0
BKG00304,2024-12-18,CUST5697,Customer_341,59,Female,Hyderabad,One-way,Hyderabad,Goa,2025-01-30,,1,Agent,BlueSky Travels,Budget,3800,1367,2433,Card,Completed,1.0
BKG00305,2024-01-17,CUST1855,Customer_1813,56,Female,Pune,Package,Pune,Jaipur,2024-03-12,2024-03-14,5,Online,Wagh Tours,Budget,7823,778,35225,Cash,Completed,3.0
BKG00306,2024-11-28,CUST4629,Customer_3629,18,Male,Bangalore,Round-trip,Bangalore,Agra,2025-01-07,2025-01-12,3,Agent,BlueSky Travels,None,13595,583,39036,Card,Cancelled,
BKG00307,2024-04-18,CUST7588,Customer_3312,50,Male,Chennai,One-way,Chennai,Goa,2024-06-02,,2,Offline,Sangitam Travels,Budget,8246,987,14518,Cash,Completed,1.0
BKG00308,2024-12-12,CUST9365,Customer_3742,62,Female,Chennai,Package,Chennai,Goa,2025-01-28,2025-02-05,1,Offline,Wagh Tours,None,7806,849,6957,Card,Completed,4.0
BKG00309,2024-06-09,CUST9611,Customer_594,54,Female,Kolkata,One-way,Kolkata,Darjeeling,2024-06-28,,4,Agent,Wagh Tours,Budget,2935,1107,7312,Cash,Cancelled,
BKG00310,2024-11-27,CUST8922,Customer_2703,58,Male,Mumbai,Round-trip,Mumbai,Manali,2025-01-05,2025-01-08,5,Online,Wagh Tours,Premium,6200,201,29995,Netbanking,Completed,3.0
BKG00311,2024-09-22,CUST5658,Customer_3190,26,Female,Chennai,One-way,Chennai,Manali,2024-11-18,,4,Online,BlueSky Travels,None,2770,1107,6652,Cash,Completed,5.0
BKG00312,2024-01-02,CUST2628,Customer_387,33,Female,Mumbai,One-way,Mumbai,Shimla,2024-02-01,,2,Online,Wagh Tours,None,6008,267,11482,Netbanking,Completed,1.0
BKG00313,2024-11-06,CUST8980,Customer_1999,43,Male,Pune,Round-trip,Pune,Manali,2024-12-13,2024-12-19,1,Agent,SaiRam Travels,Luxury,11342,222,11120,Netbanking,Completed,1.0
BKG00314,2024-10-20,CUST2819,Customer_2325,60,Male,Hyderabad,Round-trip,Hyderabad,Darjeeling,2024-11-07,2024-11-12,3,Online,Sangitam Travels,Premium,5500,374,15378,Netbanking,Completed,2.0
BKG00315,2024-01-30,CUST4259,Customer_3436,51,Male,Delhi,Round-trip,Delhi,Kerala,2024-03-02,2024-03-06,3,Offline,Wagh Tours,Premium,5243,846,13191,UPI,Completed,3.0
BKG00316,2024-02-17,CUST2141,Customer_1636,50,Male,Kolkata,Round-trip,Kolkata,Kerala,2024-03-12,2024-03-20,2,Offline,Wagh Tours,Budget,8583,932,15302,Cash,Completed,5.0
BKG00317,2024-02-25,CUST5928,Customer_3265,64,Female,Bangalore,Package,Bangalore,Rishikesh,2024-03-16,2024-03-20,5,Agent,Sangitam Travels,None,5273,1467,19030,UPI,Completed,3.0
BKG00318,2025-03-02,CUST2829,Customer_576,22,Male,Hyderabad,Round-trip,Hyderabad,Goa,2025-03-10,2025-03-13,4,Offline,Wagh Tours,Luxury,11655,1227,41712,Netbanking,Completed,4.0
BKG00319,2024-04-22,CUST2900,Customer_1458,22,Female,Kolkata,One-way,Kolkata,Agra,2024-05-22,,3,Offline,BlueSky Travels,Premium,13842,74,41304,Netbanking,Completed,2.0
BKG00320,2024-06-03,CUST8597,Customer_4459,44,Female,Delhi,Round-trip,Delhi,Darjeeling,2024-07-15,2024-07-19,2,Offline,Wagh Tours,Premium,4309,124,8370,Cash,Completed,2.0
BKG00321,2024-05-01,CUST3172,Customer_124,54,Female,Hyderabad,Round-trip,Hyderabad,Darjeeling,2024-06-05,2024-06-13,4,Online,Sangitam Travels,Premium,2785,200,10340,UPI,Cancelled,
BKG00322,2024-03-17,CUST5154,Customer_1937,62,Female,Bangalore,Round-trip,Bangalore,Rishikesh,2024-04-18,2024-04-27,4,Agent,SaiRam Travels,None,13332,1188,48576,Netbanking,Completed,5.0
BKG00323,2024-06-10,CUST9556,Customer_4917,40,Male,Hyderabad,Round-trip,Hyderabad,Jaipur,2024-07-31,2024-08-04,2,Agent,Sangitam Travels,None,11569,1439,20260,Netbanking,Completed,2.0
BKG00324,2024-12-06,CUST1382,Customer_1557,61,Male,Ahmedabad,Round-trip,Ahmedabad,Agra,2024-12-17,2024-12-25,4,Agent,Wagh Tours,None,11714,1408,41224,UPI,Completed,5.0
BKG00325,2025-01-31,CUST7652,Customer_3171,35,Female,Mumbai,One-way,Mumbai,Manali,2025-03-12,,1,Agent,BlueSky Travels,Premium,13927,761,13166,UPI,Completed,5.0
BKG00326,2024-01-08,CUST2307,Customer_657,54,Female,Chennai,One-way,Chennai,Darjeeling,2024-02-13,,3,Online,SaiRam Travels,Luxury,12238,63,36525,Card,Completed,2.0
BKG00327,2024-09-23,CUST2708,Customer_3631,29,Male,Ahmedabad,Round-trip,Ahmedabad,Udaipur,2024-11-16,2024-11-22,3,Offline,Sangitam Travels,Luxury,11702,475,33681,UPI,Completed,4.0
BKG00328,2025-02-28,CUST1557,Customer_883,36,Female,Mumbai,Round-trip,Mumbai,Kerala,2025-03-26,2025-04-04,4,Online,SaiRam Travels,Premium,7867,819,28192,Cash,Cancelled,
BKG00329,2024-07-01,CUST8929,Customer_1611,50,Female,Chennai,One-way,Chennai,Rishikesh,2024-07-25,,3,Agent,Wagh Tours,Luxury,14991,760,42693,Netbanking,Completed,1.0
BKG00330,2024-06-27,CUST7068,Customer_3803,35,Male,Ahmedabad,Round-trip,Ahmedabad,Rishikesh,2024-07-25,2024-07-29,4,Online,BlueSky Travels,Budget,11094,364,42920,UPI,Completed,1.0
BKG00331,2024-11-23,CUST1115,Customer_2385,50,Male,Chennai,Package,Chennai,Manali,2024-12-25,2025-01-03,3,Online,Sangitam Travels,Premium,9742,1346,25188,Card,Completed,5.0
BKG00332,2025-03-06,CUST8661,Customer_1725,48,Female,Kolkata,One-way,Kolkata,Rishikesh,2025-04-30,,2,Offline,Sangitam Travels,Premium,12719,21,25396,Netbanking,Completed,3.0
BKG00333,2024-11-18,CUST4637,Customer_2954,59,Female,Pune,One-way,Pune,Agra,2024-12-09,,4,Offline,Wagh Tours,None,8337,695,30568,UPI,Completed,3.0
BKG00334,2024-01-19,CUST8537,Customer_2312,43,Male,Bangalore,Package,Bangalore,Kerala,2024-03-08,2024-03-17,3,Online,SaiRam Travels,Premium,3088,1315,5319,Cash,Completed,1.0
BKG00335,2025-02-02,CUST6668,Customer_4237,57,Female,Bangalore,One-way,Bangalore,Rishikesh,2025-02-10,,5,Offline,Wagh Tours,Luxury,4235,1151,15420,Netbanking,Completed,1.0
BKG00336,2024-06-12,CUST4175,Customer_3607,26,Female,Mumbai,Round-trip,Mumbai,Udaipur,2024-07-16,2024-07-23,4,Offline,Sangitam Travels,Luxury,10605,1381,36896,UPI,Completed,3.0
BKG00337,2025-02-01,CUST1187,Customer_4045,62,Male,Chennai,One-way,Chennai,Manali,2025-03-05,,2,Offline,SaiRam Travels,Premium,4092,82,8020,Cash,Completed,2.0
BKG00338,2025-02-27,CUST6776,Customer_2423,51,Male,Kolkata,Package,Kolkata,Darjeeling,2025-04-10,2025-04-15,4,Online,Wagh Tours,None,8465,449,32064,Card,Completed,4.0
BKG00339,2024-10-16,CUST3951,Customer_1239,31,Female,Delhi,One-way,Delhi,Ooty,2024-12-11,,3,Offline,BlueSky Travels,Premium,5701,732,14907,Card,Completed,1.0
BKG00340,2025-02-04,CUST6789,Customer_437,30,Female,Ahmedabad,One-way,Ahmedabad,Agra,2025-02-25,,3,Offline,SaiRam Travels,None,14050,1336,38142,Card,Completed,1.0
BKG00341,2024-07-01,CUST8190,Customer_1590,37,Male,Kolkata,Package,Kolkata,Ooty,2024-08-02,2024-08-05,2,Agent,Wagh Tours,None,8555,1011,15088,Netbanking,Completed,4.0
BKG00342,2024-07-23,CUST8226,Customer_1036,48,Female,Ahmedabad,One-way,Ahmedabad,Rishikesh,2024-08-06,,2,Online,SaiRam Travels,Premium,6945,353,13184,Cash,Completed,1.0
BKG00343,2024-07-22,CUST8758,Customer_1265,46,Male,Hyderabad,Package,Hyderabad,Jaipur,2024-08-17,2024-08-20,1,Offline,Sangitam Travels,None,13606,1111,12495,Netbanking,Completed,1.0
BKG00344,2025-01-24,CUST7468,Customer_889,46,Male,Mumbai,Package,Mumbai,Kerala,2025-02-21,2025-02-25,1,Offline,SaiRam Travels,None,4624,136,4488,Card,Completed,4.0
BKG00345,2024-04-09,CUST3224,Customer_198,29,Female,Mumbai,Round-trip,Mumbai,Jaipur,2024-05-30,2024-06-05,1,Online,Wagh Tours,Luxury,10662,217,10445,Cash,Completed,4.0
BKG00346,2024-08-04,CUST8094,Customer_4119,38,Male,Ahmedabad,One-way,Ahmedabad,Manali,2024-08-25,,3,Online,BlueSky Travels,None,11120,522,31794,Card,Cancelled,
BKG00347,2025-03-06,CUST5888,Customer_1630,26,Male,Bangalore,One-way,Bangalore,Jaipur,2025-03-27,,4,Agent,BlueSky Travels,Luxury,9122,1316,31224,Card,Completed,5.0
BKG00348,2024-10-30,CUST3587,Customer_1024,58,Female,Hyderabad,Package,Hyderabad,Kerala,2024-12-04,2024-12-12,2,Offline,SaiRam Travels,Premium,9935,226,19418,Netbanking,Completed,4.0
BKG00349,2024-01-13,CUST3257,Customer_2789,30,Male,Hyderabad,Package,Hyderabad,Shimla,2024-02-18,2024-02-26,2,Online,Sangitam Travels,Premium,14936,328,29216,Cash,Cancelled,
BKG00350,2024-11-05,CUST3005,Customer_2017,53,Male,Kolkata,One-way,Kolkata,Rishikesh,2024-12-20,,5,Agent,BlueSky Travels,None,3772,161,18055,Netbanking,Completed,4.0
BKG00351,2024-09-30,CUST8170,Customer_940,38,Female,Mumbai,Round-trip,Mumbai,Manali,2024-10-28,2024-11-06,1,Agent,BlueSky Travels,Luxury,10547,1275,9272,Netbanking,Completed,5.0
BKG00352,2024-11-08,CUST5213,Customer_2102,27,Female,Chennai,One-way,Chennai,Agra,2024-12-31,,4,Agent,SaiRam Travels,None,9982,52,39720,Cash,Completed,5.0
BKG00353,2024-06-13,CUST4173,Customer_1816,19,Male,Kolkata,Round-trip,Kolkata,Jaipur,2024-07-05,2024-07-07,4,Online,Wagh Tours,Luxury,6493,1161,21328,Cash,Completed,3.0
BKG00354,2024-04-20,CUST3661,Customer_2065,29,Female,Chennai,Package,Chennai,Ooty,2024-06-13,2024-06-18,5,Online,Wagh Tours,Luxury,14458,408,70250,UPI,Cancelled,
BKG00355,2024-07-06,CUST4923,Customer_4215,45,Male,Mumbai,One-way,Mumbai,Rishikesh,2024-07-22,,1,Online,Sangitam Travels,None,12343,697,11646,Netbanking,Cancelled,
BKG00356,2024-06-29,CUST6818,Customer_2223,47,Male,Kolkata,Package,Kolkata,Jaipur,2024-08-09,2024-08-12,5,Online,BlueSky Travels,Premium,13654,664,64950,Cash,Completed,2.0
BKG00357,2024-01-07,CUST3803,Customer_3897,29,Male,Chennai,One-way,Chennai,Kerala,2024-01-23,,3,Offline,Sangitam Travels,Budget,8516,483,24099,Netbanking,Completed,4.0
BKG00358,2024-04-20,CUST5402,Customer_4553,49,Female,Bangalore,Package,Bangalore,Darjeeling,2024-05-01,2024-05-10,1,Online,SaiRam Travels,Budget,13222,728,12494,Card,Completed,5.0
BKG00359,2024-08-01,CUST9835,Customer_4712,20,Female,Mumbai,Package,Mumbai,Shimla,2024-08-30,2024-09-01,5,Online,Wagh Tours,Budget,12849,1249,58000,UPI,Completed,4.0
BKG00360,2025-03-03,CUST9707,Customer_393,22,Female,Mumbai,Package,Mumbai,Darjeeling,2025-04-28,2025-05-07,4,Online,Wagh Tours,Budget,14721,1354,53468,Card,Cancelled,
BKG00361,2024-01-28,CUST1277,Customer_233,34,Female,Mumbai,One-way,Mumbai,Manali,2024-03-27,,2,Offline,BlueSky Travels,Luxury,9659,1222,16874,Card,Completed,2.0
BKG00362,2024-01-25,CUST8468,Customer_461,25,Female,Delhi,One-way,Delhi,Shimla,2024-03-05,,4,Agent,SaiRam Travels,Premium,7102,862,24960,Netbanking,Completed,3.0
BKG00363,2024-11-16,CUST2072,Customer_3174,41,Female,Bangalore,Round-trip,Bangalore,Shimla,2025-01-09,2025-01-14,1,Agent,Wagh Tours,Premium,4606,158,4448,UPI,Completed,2.0
BKG00364,2024-10-08,CUST8763,Customer_2296,50,Male,Delhi,Package,Delhi,Manali,2024-11-27,2024-12-04,3,Agent,Wagh Tours,Luxury,14001,14,41961,Netbanking,Completed,2.0
BKG00365,2024-10-03,CUST8557,Customer_3646,39,Female,Delhi,Round-trip,Delhi,Jaipur,2024-10-21,2024-10-28,2,Agent,SaiRam Travels,Premium,12541,1246,22590,Cash,Completed,5.0
BKG00366,2024-01-08,CUST1492,Customer_3307,61,Male,Hyderabad,Package,Hyderabad,Jaipur,2024-02-10,2024-02-12,3,Agent,Sangitam Travels,None,12572,49,37569,Cash,Cancelled,
BKG00367,2024-06-04,CUST3743,Customer_2494,29,Male,Bangalore,Round-trip,Bangalore,Rishikesh,2024-06-15,2024-06-21,1,Online,Sangitam Travels,None,9186,310,8876,UPI,Completed,2.0
BKG00368,2024-06-02,CUST1619,Customer_883,46,Male,Chennai,One-way,Chennai,Udaipur,2024-07-31,,5,Offline,Wagh Tours,Luxury,13617,1296,61605,Card,Cancelled,
BKG00369,2024-09-01,CUST3895,Customer_930,25,Female,Mumbai,Package,Mumbai,Goa,2024-09-14,2024-09-17,4,Online,SaiRam Travels,Luxury,14782,832,55800,Card,Completed,1.0
BKG00370,2024-07-05,CUST4667,Customer_3672,39,Male,Pune,Package,Pune,Darjeeling,2024-08-03,2024-08-10,4,Offline,Wagh Tours,None,14424,420,56016,Netbanking,Completed,5.0
BKG00371,2024-06-04,CUST5009,Customer_3327,60,Male,Delhi,One-way,Delhi,Kerala,2024-06-25,,2,Offline,SaiRam Travels,Premium,6967,321,13292,Card,Completed,3.0
BKG00372,2024-10-04,CUST5444,Customer_3948,30,Female,Kolkata,Package,Kolkata,Agra,2024-11-18,2024-11-21,4,Agent,SaiRam Travels,Luxury,9432,1461,31884,Netbanking,Completed,3.0
BKG00373,2024-02-03,CUST3176,Customer_3744,42,Male,Pune,One-way,Pune,Jaipur,2024-03-03,,1,Offline,SaiRam Travels,None,14098,979,13119,UPI,Completed,3.0
BKG00374,2024-04-08,CUST4696,Customer_3431,44,Female,Delhi,One-way,Delhi,Manali,2024-05-04,,1,Agent,Sangitam Travels,Budget,6369,684,5685,Card,Completed,4.0
BKG00375,2024-06-29,CUST4162,Customer_1106,21,Female,Chennai,Package,Chennai,Ooty,2024-06-30,2024-07-03,1,Agent,BlueSky Travels,Premium,10345,1427,8918,Cash,Completed,2.0
BKG00376,2024-11-10,CUST4786,Customer_1065,58,Male,Hyderabad,One-way,Hyderabad,Manali,2024-11-15,,2,Offline,Wagh Tours,Luxury,11408,1424,19968,UPI,Completed,5.0
BKG00377,2025-02-28,CUST3780,Customer_4805,28,Female,Mumbai,Round-trip,Mumbai,Rishikesh,2025-04-25,2025-04-29,5,Agent,BlueSky Travels,Budget,8242,587,38275,Netbanking,Completed,3.0
BKG00378,2024-04-18,CUST1699,Customer_2039,24,Male,Chennai,Round-trip,Chennai,Shimla,2024-05-14,2024-05-23,5,Online,SaiRam Travels,Premium,14692,461,71155,UPI,Completed,2.0
BKG00379,2024-03-24,CUST2422,Customer_2676,62,Male,Pune,One-way,Pune,Jaipur,2024-04-22,,1,Offline,BlueSky Travels,None,11583,1170,10413,Card,Completed,4.0
BKG00380,2024-11-19,CUST1270,Customer_4067,54,Male,Pune,Package,Pune,Ooty,2024-11-20,2024-11-24,3,Agent,Wagh Tours,Premium,14327,188,42417,Cash,Completed,5.0
BKG00381,2024-01-24,CUST4075,Customer_3907,51,Male,Kolkata,Round-trip,Kolkata,Udaipur,2024-03-21,2024-03-23,5,Online,BlueSky Travels,Budget,9415,627,43940,UPI,Completed,5.0
BKG00382,2024-12-16,CUST9445,Customer_4277,58,Male,Bangalore,One-way,Bangalore,Ooty,2025-02-11,,5,Offline,SaiRam Travels,None,5832,699,25665,Cash,Completed,5.0
BKG00383,2024-11-08,CUST7534,Customer_3157,37,Female,Chennai,Package,Chennai,Manali,2024-11-11,2024-11-20,3,Offline,SaiRam Travels,Luxury,10533,843,29070,Card,Completed,4.0
BKG00384,2024-08-26,CUST4240,Customer_1989,30,Female,Hyderabad,One-way,Hyderabad,Agra,2024-09-18,,2,Offline,BlueSky Travels,None,10497,701,19592,Card,Completed,3.0
BKG00385,2025-03-10,CUST1205,Customer_4592,64,Male,Delhi,Round-trip,Delhi,Goa,2025-05-03,2025-05-08,5,Online,Sangitam Travels,Luxury,10501,660,49205,UPI,Completed,3.0
BKG00386,2024-10-13,CUST4273,Customer_4539,51,Female,Pune,Package,Pune,Darjeeling,2024-10-22,2024-10-24,3,Agent,BlueSky Travels,Budget,5551,9,16626,Card,Completed,1.0
BKG00387,2024-11-19,CUST6679,Customer_153,38,Male,Kolkata,One-way,Kolkata,Rishikesh,2024-12-26,,1,Online,BlueSky Travels,Budget,7310,562,6748,UPI,Completed,1.0
BKG00388,2025-01-17,CUST8361,Customer_4200,32,Male,Kolkata,Round-trip,Kolkata,Udaipur,2025-02-18,2025-02-26,3,Agent,SaiRam Travels,Budget,9365,1024,25023,Card,Completed,2.0
BKG00389,2024-06-15,CUST1508,Customer_1662,34,Female,Mumbai,Package,Mumbai,Agra,2024-07-19,2024-07-23,1,Online,Wagh Tours,Premium,4524,72,4452,Card,Completed,4.0
BKG00390,2024-11-03,CUST3292,Customer_1539,34,Female,Hyderabad,Round-trip,Hyderabad,Udaipur,2024-12-22,2024-12-27,5,Agent,BlueSky Travels,Luxury,4230,191,20195,Netbanking,Completed,3.0
BKG00391,2024-09-27,CUST4171,Customer_1568,49,Female,Bangalore,One-way,Bangalore,Manali,2024-10-01,,2,Online,SaiRam Travels,Premium,10560,850,19420,UPI,Completed,3.0
BKG00392,2024-03-18,CUST2293,Customer_4770,21,Male,Ahmedabad,Round-trip,Ahmedabad,Rishikesh,2024-04-11,2024-04-15,5,Offline,SaiRam Travels,Luxury,5922,901,25105,Card,Completed,1.0
BKG00393,2024-06-16,CUST3240,Customer_1477,44,Female,Hyderabad,Round-trip,Hyderabad,Rishikesh,2024-07-02,2024-07-09,5,Online,SaiRam Travels,Premium,3855,658,15985,Cash,Completed,3.0
BKG00394,2024-02-12,CUST2481,Customer_3732,48,Male,Bangalore,One-way,Bangalore,Udaipur,2024-02-16,,4,Online,Sangitam Travels,Luxury,13414,1399,48060,Netbanking,Completed,1.0
BKG00395,2024-11-23,CUST4277,Customer_375,20,Male,Hyderabad,One-way,Hyderabad,Kerala,2025-01-12,,3,Online,Wagh Tours,None,13442,1233,36627,Card,Completed,4.0
BKG00396,2024-04-22,CUST6131,Customer_3198,28,Male,Ahmedabad,One-way,Ahmedabad,Manali,2024-04-27,,3,Online,SaiRam Travels,Budget,2139,1424,2145,Card,Cancelled,
BKG00397,2024-01-05,CUST7043,Customer_888,50,Male,Bangalore,Round-trip,Bangalore,Darjeeling,2024-02-24,2024-03-04,1,Agent,SaiRam Travels,Luxury,2018,725,1293,UPI,Completed,2.0
BKG00398,2024-02-16,CUST8846,Customer_452,50,Male,Mumbai,Package,Mumbai,Jaipur,2024-02-29,2024-03-05,3,Offline,Sangitam Travels,Budget,10319,759,28680,Cash,Cancelled,
BKG00399,2024-10-06,CUST7481,Customer_2762,58,Male,Pune,One-way,Pune,Rishikesh,2024-12-02,,2,Online,Wagh Tours,None,7693,201,14984,Netbanking,Completed,2.0
BKG00400,2024-11-20,CUST2988,Customer_3546,37,Male,Kolkata,One-way,Kolkata,Darjeeling,2024-12-31,,1,Offline,Sangitam Travels,Premium,5802,1227,4575,Cash,Completed,3.0
BKG00401,2024-09-22,CUST7241,Customer_208,19,Female,Ahmedabad,One-way,Ahmedabad,Shimla,2024-10-16,,2,Agent,Sangitam Travels,Luxury,8309,21,16576,Netbanking,Completed,3.0
BKG00402,2024-06-05,CUST2518,Customer_2601,37,Female,Ahmedabad,One-way,Ahmedabad,Goa,2024-07-19,,3,Offline,Wagh Tours,Premium,14883,366,43551,Netbanking,Completed,5.0
